county,precinct,office,district,party,candidate,votes,mail,early_voting,election_day,provisional
Kleberg,0012 Pct 41,Governor,,,WRITE-IN,1,0,1,0,0
Kleberg,0012 Pct 41,Lieutenant Governor,,REP,Dan Patrick,178,4,112,62,0
Kleberg,0012 Pct 41,Lieutenant Governor,,DEM,Mike Collier,255,14,143,97,1
Kleberg,0012 Pct 41,Lieutenant Governor,,LIB,Shanna Steele,14,1,7,6,0
Kleberg,0012 Pct 41,Attorney General,,REP,Ken Paxton,170,1,109,60,0
Kleberg,0012 Pct 41,Attorney General,,DEM,Rochelle Mercedes Garza,269,18,148,102,1
Kleberg,0012 Pct 41,Attorney General,,LIB,Mark Ash,6,0,3,3,0
Kleberg,0012 Pct 41,Comptroller of Public Accounts,,REP,Glenn Hegar,168,3,104,61,0
Kleberg,0012 Pct 41,Comptroller of Public Accounts,,DEM,Janet T Dudding,247,14,132,100,1
Kleberg,0012 Pct 41,Comptroller of Public Accounts,,LIB,V Alonzo Echevarria-Garza,23,1,19,3,0
Kleberg,0012 Pct 41,Comm General Land Office,,REP,Dawn Buckingham,141,1,87,53,0
Kleberg,0012 Pct 41,Comm General Land Office,,DEM,Jay Kleberg,300,18,172,109,1
Kleberg,0012 Pct 41,Comm General Land Office,,GRN,"Alfredo Molison, Jr",3,0,2,1,0
Kleberg,0012 Pct 41,Comm General Land Office,,,WRITE-IN,0,0,0,0,0
Kleberg,0012 Pct 41,Commissioner of Agriculture,,REP,Sid Miller,174,3,109,62,0
Kleberg,0012 Pct 41,Commissioner of Agriculture,,DEM,Susan Hays,268,15,149,103,1
Kleberg,0012 Pct 41,Railroad Commissioner,,REP,Wayne Christian,167,4,104,59,0
Kleberg,0012 Pct 41,Railroad Commissioner,,DEM,Luke Warford,235,13,126,95,1
Kleberg,0012 Pct 41,Railroad Commissioner,,LIB,Jaime Andres Diez,27,0,19,8,0
Kleberg,0012 Pct 41,Railroad Commissioner,,GRN,Hunter Wayne Crow,8,0,5,3,0
Kleberg,0012 Pct 41,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,178,5,107,66,0
Kleberg,0012 Pct 41,"Justice, Supreme Court, Place 3",,DEM,Erin A Nowell,250,12,141,96,1
Kleberg,0012 Pct 41,"Justice, Supreme Court, Place 3",,LIB,Thomas Edward Oxford,9,0,6,3,0
Kleberg,0012 Pct 41,"Justice, Supreme Court, Place 5",,REP,Rebeca Huddle,177,4,110,63,0
Kleberg,0012 Pct 41,"Justice, Supreme Court, Place 5",,DEM,Amanda Reichek,262,13,147,101,1
Kleberg,0012 Pct 41,"Justice, Supreme Court, Place 9",,REP,Evan Young,167,2,105,60,0
Kleberg,0012 Pct 41,"Justice, Supreme Court, Place 9",,DEM,Julia Maldonado,271,15,150,105,1
Kleberg,0012 Pct 41,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,171,4,105,62,0
Kleberg,0012 Pct 41,"Judge, Court of Criminal Appeals, Place 5",,DEM,Dana Huffman,261,12,145,103,1
Kleberg,0012 Pct 41,"Judge, Court of Criminal Appeals, Place 6",,REP,"Jesse F McClure, III",176,4,107,65,0
Kleberg,0012 Pct 41,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Johnson,258,12,146,99,1
Kleberg,0012 Pct 41,"Member, State Board of Education",2,REP,LJ Francis,156,1,98,57,0
Kleberg,0012 Pct 41,"Member, State Board of Education",2,DEM,Victor Perez,280,16,155,108,1
Kleberg,0012 Pct 41,State Senate,27,REP,Adam Hinojosa,193,5,119,69,0
Kleberg,0012 Pct 41,State Senate,27,DEM,Moragan LaMantia,245,14,134,96,1
Kleberg,0012 Pct 41,"Justice, 13th Court of Appeals District, Place 3",,REP,Aaron Pena,164,4,101,59,0
Kleberg,0012 Pct 41,"Justice, 13th Court of Appeals District, Place 3",,DEM,Leticia Hinojosa,270,14,149,106,1
Kleberg,0012 Pct 41,County Judge,,REP,Rudy Madrid,255,10,155,90,0
Kleberg,0012 Pct 41,County Judge,,DEM,Al Garcia,183,8,100,74,1
Kleberg,0012 Pct 41,"Judge, County Court at Law",,REP,J Dean Craig,152,3,87,62,0
Kleberg,0012 Pct 41,"Judge, County Court at Law",,DEM,Jaime E Carrillo,287,16,169,101,1
Kleberg,0012 Pct 41,County Clerk,,REP,"Salvador ""Sonny"" Barrera, III",203,9,117,77,0
Kleberg,0012 Pct 41,County Clerk,,DEM,Andre Ortiz,236,9,139,87,1
Kleberg,0012 Pct 41,"Justice of the Peace, Pct 4",,REP,Marty A Ontiveros,155,1,96,58,0
Kleberg,0012 Pct 41,"Justice of the Peace, Pct 4",,DEM,"Ofelia ""Ofie"" Gutierrez",281,18,156,106,1
Kleberg,0012 Pct 41,Kleberg County Special Election,,,FOR,22,1,14,7,0
Kleberg,0012 Pct 41,Kleberg County Special Election,,,AGAINST,41,0,26,15,0
Kleberg,0013 Pct 42,REGISTERED VOTERS,,,,1167,,,,
Kleberg,0013 Pct 42,BALLOTS CAST,,,,400,29,239,132,0
Kleberg,0013 Pct 42,U.S. House,34,REP,Mayra Flores,121,7,64,50,0
Kleberg,0013 Pct 42,U.S. House,34,DEM,Vicente Gonzalez,237,19,142,76,0
Kleberg,0013 Pct 42,U.S. House,34,IND,Chris Royal,13,1,8,4,0
Kleberg,0013 Pct 42,Governor,,REP,Greg Abbott,125,8,68,49,0
Kleberg,0013 Pct 42,Governor,,DEM,Beto O-Rourke,264,20,164,80,0
Kleberg,0013 Pct 42,Governor,,LIB,Mark Tippetts,3,0,2,1,0
Kleberg,0013 Pct 42,Governor,,GRN,Delilah Barrios,5,0,3,2,0
Kleberg,0013 Pct 42,Governor,,,WRITE-IN,0,0,0,0,0
Kleberg,0013 Pct 42,Lieutenant Governor,,REP,Dan Patrick,119,4,69,46,0
Kleberg,0013 Pct 42,Lieutenant Governor,,DEM,Mike Collier,255,25,151,79,0
Kleberg,0013 Pct 42,Lieutenant Governor,,LIB,Shanna Steele,13,0,7,6,0
Kleberg,0013 Pct 42,Attorney General,,REP,Ken Paxton,112,6,61,45,0
Kleberg,0013 Pct 42,Attorney General,,DEM,Rochelle Mercedes Garza,263,21,163,79,0
Kleberg,0013 Pct 42,Attorney General,,LIB,Mark Ash,9,1,2,6,0
Kleberg,0013 Pct 42,Comptroller of Public Accounts,,REP,Glenn Hegar,113,6,62,45,0
Kleberg,0013 Pct 42,Comptroller of Public Accounts,,DEM,Janet T Dudding,239,21,142,76,0
Kleberg,0013 Pct 42,Comptroller of Public Accounts,,LIB,V Alonzo Echevarria-Garza,23,0,14,9,0
Kleberg,0013 Pct 42,Comm General Land Office,,REP,Dawn Buckingham,85,3,50,32,0
Kleberg,0013 Pct 42,Comm General Land Office,,DEM,Jay Kleberg,294,25,174,95,0
Kleberg,0013 Pct 42,Comm General Land Office,,GRN,"Alfredo Molison, Jr",4,0,1,3,0
Kleberg,0013 Pct 42,Comm General Land Office,,,WRITE-IN,0,0,0,0,0
Kleberg,0013 Pct 42,Commissioner of Agriculture,,REP,Sid Miller,106,5,55,46,0
Kleberg,0013 Pct 42,Commissioner of Agriculture,,DEM,Susan Hays,265,21,160,84,0
Kleberg,0013 Pct 42,Railroad Commissioner,,REP,Wayne Christian,107,4,56,47,0
Kleberg,0013 Pct 42,Railroad Commissioner,,DEM,Luke Warford,233,19,142,72,0
Kleberg,0013 Pct 42,Railroad Commissioner,,LIB,Jaime Andres Diez,28,3,16,9,0
Kleberg,0013 Pct 42,Railroad Commissioner,,GRN,Hunter Wayne Crow,4,1,1,2,0
Kleberg,0013 Pct 42,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,112,5,65,42,0
Kleberg,0013 Pct 42,"Justice, Supreme Court, Place 3",,DEM,Erin A Nowell,254,22,146,86,0
Kleberg,0013 Pct 42,"Justice, Supreme Court, Place 3",,LIB,Thomas Edward Oxford,10,1,6,3,0
Kleberg,0013 Pct 42,"Justice, Supreme Court, Place 5",,REP,Rebeca Huddle,114,4,63,47,0
Kleberg,0013 Pct 42,"Justice, Supreme Court, Place 5",,DEM,Amanda Reichek,263,23,157,83,0
Kleberg,0013 Pct 42,"Justice, Supreme Court, Place 9",,REP,Evan Young,100,3,49,48,0
Kleberg,0013 Pct 42,"Justice, Supreme Court, Place 9",,DEM,Julia Maldonado,273,23,168,82,0
Kleberg,0013 Pct 42,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,109,4,59,46,0
Kleberg,0013 Pct 42,"Judge, Court of Criminal Appeals, Place 5",,DEM,Dana Huffman,266,23,159,84,0
Kleberg,0013 Pct 42,"Judge, Court of Criminal Appeals, Place 6",,REP,"Jesse F McClure, III",114,5,58,51,0
Kleberg,0013 Pct 42,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Johnson,256,22,155,79,0
Kleberg,0013 Pct 42,"Member, State Board of Education",2,REP,LJ Francis,101,6,51,44,0
Kleberg,0013 Pct 42,"Member, State Board of Education",2,DEM,Victor Perez,265,19,160,86,0
Kleberg,0013 Pct 42,State Senate,27,REP,Adam Hinojosa,138,8,76,54,0
Kleberg,0013 Pct 42,State Senate,27,DEM,Moragan LaMantia,233,17,141,75,0
Kleberg,0013 Pct 42,"Justice, 13th Court of Appeals District, Place 3",,REP,Aaron Pena,102,5,48,49,0
Kleberg,0013 Pct 42,"Justice, 13th Court of Appeals District, Place 3",,DEM,Leticia Hinojosa,260,20,159,81,0
Kleberg,0013 Pct 42,County Judge,,REP,Rudy Madrid,244,21,141,82,0
Kleberg,0013 Pct 42,County Judge,,DEM,Al Garcia,141,7,84,50,0
Kleberg,0013 Pct 42,"Judge, County Court at Law",,REP,J Dean Craig,124,5,73,46,0
Kleberg,0013 Pct 42,"Judge, County Court at Law",,DEM,Jaime E Carrillo,252,23,143,86,0
Kleberg,0013 Pct 42,County Clerk,,REP,"Salvador ""Sonny"" Barrera, III",164,9,94,61,0
Kleberg,0013 Pct 42,County Clerk,,DEM,Andre Ortiz,212,19,122,71,0
Kleberg,0013 Pct 42,"Justice of the Peace, Pct 4",,REP,Marty A Ontiveros,109,4,53,52,0
Kleberg,0013 Pct 42,"Justice of the Peace, Pct 4",,DEM,"Ofelia ""Ofie"" Gutierrez",270,24,166,80,0
Kleberg,0013 Pct 42,Kleberg County Special Election,,,FOR,3,0,1,2,0
Kleberg,0013 Pct 42,Kleberg County Special Election,,,AGAINST,6,0,4,2,0
Kleberg,0014 Pct 43,REGISTERED VOTERS,,,,1517,,,,
Kleberg,0014 Pct 43,BALLOTS CAST,,,,528,44,288,195,1
Kleberg,0014 Pct 43,U.S. House,34,REP,Mayra Flores,170,3,85,81,1
Kleberg,0014 Pct 43,U.S. House,34,DEM,Vicente Gonzalez,315,39,169,107,0
Kleberg,0014 Pct 43,U.S. House,34,IND,Chris Royal,14,0,8,6,0
Kleberg,0014 Pct 43,Governor,,REP,Greg Abbott,172,6,93,73,0
Kleberg,0014 Pct 43,Governor,,DEM,Beto O-Rourke,343,38,186,119,0
Kleberg,0014 Pct 43,Governor,,LIB,Mark Tippetts,2,0,1,1,0
Kleberg,0014 Pct 43,Governor,,GRN,Delilah Barrios,4,0,1,2,1
Kleberg,0014 Pct 43,Governor,,,WRITE-IN,0,0,0,0,0
Kleberg,0014 Pct 43,Lieutenant Governor,,REP,Dan Patrick,173,4,96,73,0
Kleberg,0014 Pct 43,Lieutenant Governor,,DEM,Mike Collier,322,39,169,113,1
Kleberg,0014 Pct 43,Lieutenant Governor,,LIB,Shanna Steele,10,0,3,7,0
Kleberg,0014 Pct 43,Attorney General,,REP,Ken Paxton,166,4,88,74,0
Kleberg,0014 Pct 43,Attorney General,,DEM,Rochelle Mercedes Garza,336,40,178,117,1
Kleberg,0014 Pct 43,Attorney General,,LIB,Mark Ash,3,0,1,2,0
Kleberg,0014 Pct 43,Comptroller of Public Accounts,,REP,Glenn Hegar,155,4,82,69,0
Kleberg,0014 Pct 43,Comptroller of Public Accounts,,DEM,Janet T Dudding,316,38,171,106,1
Kleberg,0014 Pct 43,Comptroller of Public Accounts,,LIB,V Alonzo Echevarria-Garza,28,2,10,16,0
Kleberg,0014 Pct 43,Comm General Land Office,,REP,Dawn Buckingham,130,3,71,56,0
Kleberg,0014 Pct 43,Comm General Land Office,,DEM,Jay Kleberg,370,40,198,131,1
Kleberg,0014 Pct 43,Comm General Land Office,,GRN,"Alfredo Molison, Jr",7,0,3,4,0
Kleberg,0014 Pct 43,Comm General Land Office,,,WRITE-IN,1,0,0,1,0
Kleberg,0014 Pct 43,Commissioner of Agriculture,,REP,Sid Miller,155,4,83,68,0
Kleberg,0014 Pct 43,Commissioner of Agriculture,,DEM,Susan Hays,348,40,184,123,1
Kleberg,0014 Pct 43,Railroad Commissioner,,REP,Wayne Christian,154,4,83,67,0
Kleberg,0014 Pct 43,Railroad Commissioner,,DEM,Luke Warford,305,36,164,104,1
Kleberg,0014 Pct 43,Railroad Commissioner,,LIB,Jaime Andres Diez,35,3,15,17,0
Kleberg,0014 Pct 43,Railroad Commissioner,,GRN,Hunter Wayne Crow,8,0,4,4,0
Kleberg,0014 Pct 43,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,160,3,84,73,0
Kleberg,0014 Pct 43,"Justice, Supreme Court, Place 3",,DEM,Erin A Nowell,328,40,177,110,1
Kleberg,0014 Pct 43,"Justice, Supreme Court, Place 3",,LIB,Thomas Edward Oxford,10,0,3,7,0
Kleberg,0014 Pct 43,"Justice, Supreme Court, Place 5",,REP,Rebeca Huddle,167,3,89,75,0
Kleberg,0014 Pct 43,"Justice, Supreme Court, Place 5",,DEM,Amanda Reichek,337,40,179,117,1
Kleberg,0014 Pct 43,"Justice, Supreme Court, Place 9",,REP,Evan Young,141,4,73,64,0
Kleberg,0014 Pct 43,"Justice, Supreme Court, Place 9",,DEM,Julia Maldonado,357,36,194,127,0
Kleberg,0014 Pct 43,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,153,3,82,68,0
Kleberg,0014 Pct 43,"Judge, Court of Criminal Appeals, Place 5",,DEM,Dana Huffman,342,38,182,122,0
Kleberg,0014 Pct 43,"Judge, Court of Criminal Appeals, Place 6",,REP,"Jesse F McClure, III",160,4,87,69,0
Kleberg,0014 Pct 43,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Johnson,337,37,179,121,0
Kleberg,0014 Pct 43,"Member, State Board of Education",2,REP,LJ Francis,141,4,75,62,0
Kleberg,0014 Pct 43,"Member, State Board of Education",2,DEM,Victor Perez,356,38,188,130,0
Kleberg,0014 Pct 43,State Senate,27,REP,Adam Hinojosa,176,6,92,78,0
Kleberg,0014 Pct 43,State Senate,27,DEM,Moragan LaMantia,325,35,176,114,0
Kleberg,0014 Pct 43,"Justice, 13th Court of Appeals District, Place 3",,REP,Aaron Pena,151,4,81,66,0
Kleberg,0014 Pct 43,"Justice, 13th Court of Appeals District, Place 3",,DEM,Leticia Hinojosa,349,38,185,126,0
Kleberg,0014 Pct 43,County Judge,,REP,Rudy Madrid,289,16,158,115,0
Kleberg,0014 Pct 43,County Judge,,DEM,Al Garcia,225,24,122,79,0
Kleberg,0014 Pct 43,"Judge, County Court at Law",,REP,J Dean Craig,164,7,94,63,0
Kleberg,0014 Pct 43,"Judge, County Court at Law",,DEM,Jaime E Carrillo,345,35,180,130,0
Kleberg,0014 Pct 43,County Clerk,,REP,"Salvador ""Sonny"" Barrera, III",217,11,118,88,0
Kleberg,0014 Pct 43,County Clerk,,DEM,Andre Ortiz,294,29,159,106,0
Kleberg,0014 Pct 43,"Justice of the Peace, Pct 4",,REP,Marty A Ontiveros,154,7,82,65,0
Kleberg,0014 Pct 43,"Justice of the Peace, Pct 4",,DEM,"Ofelia ""Ofie"" Gutierrez",354,34,191,129,0
Kleberg,0015 Pct 44,REGISTERED VOTERS,,,,590,,,,
Kleberg,0015 Pct 44,BALLOTS CAST,,,,237,13,142,82,0
Kleberg,0015 Pct 44,U.S. House,34,REP,Mayra Flores,94,3,56,35,0
Kleberg,0015 Pct 44,U.S. House,34,DEM,Vicente Gonzalez,138,10,82,46,0
Kleberg,0015 Pct 44,U.S. House,34,IND,Chris Royal,1,0,0,1,0
Kleberg,0015 Pct 44,Governor,,REP,Greg Abbott,92,2,57,33,0
Kleberg,0015 Pct 44,Governor,,DEM,Beto O-Rourke,140,11,83,46,0
Kleberg,0015 Pct 44,Governor,,LIB,Mark Tippetts,2,0,0,2,0
Kleberg,0015 Pct 44,Governor,,GRN,Delilah Barrios,0,0,0,0,0
Kleberg,0015 Pct 44,Governor,,,WRITE-IN,1,0,0,1,0
Kleberg,0015 Pct 44,Lieutenant Governor,,REP,Dan Patrick,87,2,51,34,0
Kleberg,0015 Pct 44,Lieutenant Governor,,DEM,Mike Collier,139,10,84,45,0
Kleberg,0015 Pct 44,Lieutenant Governor,,LIB,Shanna Steele,6,1,2,3,0
Kleberg,0015 Pct 44,Attorney General,,REP,Ken Paxton,84,2,52,30,0
Kleberg,0015 Pct 44,Attorney General,,DEM,Rochelle Mercedes Garza,145,11,85,49,0
Kleberg,0015 Pct 44,Attorney General,,LIB,Mark Ash,4,0,1,3,0
Kleberg,0015 Pct 44,Comptroller of Public Accounts,,REP,Glenn Hegar,86,2,52,32,0
Kleberg,0015 Pct 44,Comptroller of Public Accounts,,DEM,Janet T Dudding,134,11,77,46,0
Kleberg,0015 Pct 44,Comptroller of Public Accounts,,LIB,V Alonzo Echevarria-Garza,11,0,7,4,0
Kleberg,0015 Pct 44,Comm General Land Office,,REP,Dawn Buckingham,73,2,43,28,0
Kleberg,0015 Pct 44,Comm General Land Office,,DEM,Jay Kleberg,157,11,95,51,0
Kleberg,0015 Pct 44,Comm General Land Office,,GRN,"Alfredo Molison, Jr",5,0,2,3,0
Kleberg,0015 Pct 44,Comm General Land Office,,,WRITE-IN,0,0,0,0,0
Kleberg,0015 Pct 44,Commissioner of Agriculture,,REP,Sid Miller,87,2,50,35,0
Kleberg,0015 Pct 44,Commissioner of Agriculture,,DEM,Susan Hays,145,11,87,47,0
Kleberg,0015 Pct 44,Railroad Commissioner,,REP,Wayne Christian,84,2,50,32,0
Kleberg,0015 Pct 44,Railroad Commissioner,,DEM,Luke Warford,132,10,80,42,0
Kleberg,0015 Pct 44,Railroad Commissioner,,LIB,Jaime Andres Diez,13,1,6,6,0
Kleberg,0015 Pct 44,Railroad Commissioner,,GRN,Hunter Wayne Crow,2,0,0,2,0
Kleberg,0015 Pct 44,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,85,3,52,30,0
Kleberg,0015 Pct 44,"Justice, Supreme Court, Place 3",,DEM,Erin A Nowell,143,10,84,49,0
Kleberg,0015 Pct 44,"Justice, Supreme Court, Place 3",,LIB,Thomas Edward Oxford,5,0,2,3,0
Kleberg,0015 Pct 44,"Justice, Supreme Court, Place 5",,REP,Rebeca Huddle,85,2,51,32,0
Kleberg,0015 Pct 44,"Justice, Supreme Court, Place 5",,DEM,Amanda Reichek,146,11,85,50,0
Kleberg,0015 Pct 44,"Justice, Supreme Court, Place 9",,REP,Evan Young,83,2,50,31,0
Kleberg,0015 Pct 44,"Justice, Supreme Court, Place 9",,DEM,Julia Maldonado,150,11,88,51,0
Kleberg,0015 Pct 44,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,85,2,50,33,0
Kleberg,0015 Pct 44,"Judge, Court of Criminal Appeals, Place 5",,DEM,Dana Huffman,146,11,86,49,0
Kleberg,0015 Pct 44,"Judge, Court of Criminal Appeals, Place 6",,REP,"Jesse F McClure, III",87,2,52,33,0
Kleberg,0015 Pct 44,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Johnson,144,11,84,49,0
Kleberg,0015 Pct 44,"Member, State Board of Education",2,REP,LJ Francis,84,2,51,31,0
Kleberg,0015 Pct 44,"Member, State Board of Education",2,DEM,Victor Perez,149,11,87,51,0
Kleberg,0015 Pct 44,State Senate,27,REP,Adam Hinojosa,89,3,51,35,0
Kleberg,0015 Pct 44,State Senate,27,DEM,Moragan LaMantia,142,10,85,47,0
Kleberg,0015 Pct 44,"Justice, 13th Court of Appeals District, Place 3",,REP,Aaron Pena,86,2,51,33,0
Kleberg,0015 Pct 44,"Justice, 13th Court of Appeals District, Place 3",,DEM,Leticia Hinojosa,145,11,85,49,0
Kleberg,0015 Pct 44,County Judge,,REP,Rudy Madrid,128,6,77,45,0
Kleberg,0015 Pct 44,County Judge,,DEM,Al Garcia,106,6,63,37,0
Kleberg,0015 Pct 44,"Judge, County Court at Law",,REP,J Dean Craig,89,4,47,38,0
Kleberg,0015 Pct 44,"Judge, County Court at Law",,DEM,Jaime E Carrillo,144,9,91,44,0
Kleberg,0015 Pct 44,County Clerk,,REP,"Salvador ""Sonny"" Barrera, III",100,2,61,37,0
Kleberg,0015 Pct 44,County Clerk,,DEM,Andre Ortiz,132,11,76,45,0
Kleberg,0015 Pct 44,"Justice of the Peace, Pct 4",,REP,Marty A Ontiveros,84,4,47,33,0
Kleberg,0015 Pct 44,"Justice of the Peace, Pct 4",,DEM,"Ofelia ""Ofie"" Gutierrez",151,9,93,49,0
